title,subtitle,price,description,link,main_image,alternate_image
Kids Quick20 Girl's,20 Girl's,$435,"A light, speedy street bike with 7-speed Shimano shifting and rim brakes, for ages 5-8",/en-us/bikes/kids/5-to-8/kids-quick-5-to-8/kids-quick-20-girls,https://embed.widencdn.net/img/dorelrl/cipeyxvw8b/500px@1x/C20_C51200F_Kids_Quick_ULV_PD.jpg?color=f8f8f8&q=90,N/A
Kids Quick24,24,$490,"A light, speedy street bike with 7-speed shifting and rim brakes, for ages 7-12",/en-us/bikes/kids/7-to-12/kids-quick-7-to-12/kids-quick-24,https://embed.widencdn.net/img/dorelrl/icl8iccyam/500px@1x/C22_C51702U_Kids_Quick_ABB_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/5mef20e9zt/500px@1x/C22_C51702U_Kids_Quick_ABB_3Q.jpg?color=f8f8f8&q=90
Kids Trail20,20,$490,"A lightweight trail bike with 7-speed shifting, front suspension & rim brakes, for ages 5-8",/en-us/bikes/kids/5-to-8/kids-trail-5-to-8/kids-trail-20,https://embed.widencdn.net/img/dorelrl/8okbinqw2n/500px@1x/C22_C51652U_Kids_Trail_VLT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/jzdvfj41hl/500px@1x/C22_C51652U_Kids_Trail_VLT_3Q.jpg?color=f8f8f8&q=90
Kids Trail24,24,$565,"A lightweight trail bike with 8-speed shifting, front suspension & rim brakes, for ages 7-12",/en-us/bikes/kids/7-to-12/kids-trail-7-to-12/kids-trail-24,https://embed.widencdn.net/img/dorelrl/fpcbn2bub5/500px@1x/C22_C51602U_Kids_Trail_MDN_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/f2wcji25wm/500px@1x/C22_C51602U_Kids_Trail_MDN_3Q.jpg?color=f8f8f8&q=90
Kids Trail20 Single-Speed,20 Single-Speed,$365,"A lightweight sidewalk-to-trail bike with easy-stop coaster brake & front hand brake for learning, for ages 5-8",/en-us/bikes/kids/5-to-8/kids-trail-5-to-8/kids-trail-20-single-speed-c51202u,https://embed.widencdn.net/img/dorelrl/opmco9yv14/500px@1x/C22_C51202U_Kids_Trail_SS_RRD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/ra1jkqjat9/500px@1x/C22_C51202U_Kids_Trail_SS_RRD_3Q.jpg?color=f8f8f8&q=90
Kids Quick20,20,$440,"A light, speedy street bike with 7-speed shifting and rim brakes, for ages 5-8",/en-us/bikes/kids/5-to-8/kids-quick-5-to-8/kids-quick-20,https://embed.widencdn.net/img/dorelrl/qoeo7zyk62/500px@1x/C22_C51752U_Kids_Quick_MGO_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/ihiypyfigo/500px@1x/C22_C51752U_Kids_Quick_MGO_3Q.jpg?color=f8f8f8&q=90
Kids TrailFreewheel 20 Girl's,Freewheel 20 Girl's,$310,"A trail bike with rim brakes, for ages 5-8",/en-us/bikes/kids/5-to-8/kids-trail-5-to-8/kids-trail-freewheel-20-girls,https://embed.widencdn.net/img/dorelrl/lyye0pacse/500px@1x/C20_C51260F_Kids_Trail_FW_TRQ_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/bppwrhw8w8/500px@1x/C20_C51260F_Kids_Trail_FW_TRQ_3Q.jpg?color=f8f8f8&q=90
Kids Trail16,16,$350,"A lightweight sidewalk-to-trail bike with easy-stop coaster brake & front hand brake for learning, for ages 4-6",/en-us/bikes/kids/4-to-6/kids-trail-4-to-6/kids-trail-16-single-speed-c51302u,https://embed.widencdn.net/img/dorelrl/6glkoco5mj/500px@1x/C22_C51302U_Kids_Trail_SS_CRU_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/xtt4qjmgwi/500px@1x/C22_C51302U_Kids_Trail_SS_CRU_3Q.jpg?color=f8f8f8&q=90
Kids TrailBalance,Balance,$240,"A light and fun balance bike with a little Lefty fork and rear handbrake, for ages 1-4",/en-us/bikes/kids/1-to-4/kids-trail-1-to-4/kids-trail-balance,https://embed.widencdn.net/img/dorelrl/eoy6bqcejc/500px@1x/C22_C51502U_Kids_Trail_Balance_NIT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/gns2novgcc/500px@1x/C22_C51502U_Kids_Trail_Balance_NIT_3Q.jpg?color=f8f8f8&q=90
Kids Trail12,12,$315,"A lightweight sidewalk bike with easy-stop coaster brakes, for ages 1-4",/en-us/bikes/kids/1-to-4/kids-trail-1-to-4/kids-trail-12,https://embed.widencdn.net/img/dorelrl/v9shd6y1dd/500px@1x/C22_C51402U_Kids_Trail_1_GRN_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/orexjwjtce/500px@1x/C22_C51402U_Kids_Trail_1_GRN_3Q.jpg?color=f8f8f8&q=90
Kids TrailBalance Girl's,Balance Girl's,$225,"A light and fun balance bike with a little Lefty fork, for ages 1-4",/en-us/bikes/kids/1-to-4/kids-trail-1-to-4/kids-trail-balance-girls,https://embed.widencdn.net/img/dorelrl/tzu7amnjch/500px@1x/C20_C51450F_Kids_Trail_Balance_TRQ_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/kxp073webv/500px@1x/C20_C51450F_Kids_Trail_Balance_TRQ_3Q.jpg?color=f8f8f8&q=90
Kids TrailBalance Boy's,Balance Boy's,$225,"A light and fun balance bike with a little Lefty fork, for ages 1-4",/en-us/bikes/kids/1-to-4/kids-trail-1-to-4/kids-trail-balance-boys,https://embed.widencdn.net/img/dorelrl/pydsm9fdit/500px@1x/C20_C51450M_Kids_Trail_Balance_ARD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/ezzpldggxu/500px@1x/C20_C51450M_Kids_Trail_Balance_ARD_3Q.jpg?color=f8f8f8&q=90
